,import requirements,output product,value,proportion
5517,B08 Other mining and quarrying products,E37 Sewerage services; sewage sludge,0.0,0.0
5518,B09 Mining support services,E37 Sewerage services; sewage sludge,0.0,0.0
5519,C101 Preserved meat and meat products,E37 Sewerage services; sewage sludge,0.0,0.0
5520,"C102_3 Processed and preserved fish, crustaceans, molluscs, fruit and vegetables",E37 Sewerage services; sewage sludge,0.0,0.0
5521,C104 Vegetable and animal oils and fats,E37 Sewerage services; sewage sludge,0.0,0.0
5522,C105 Dairy products,E37 Sewerage services; sewage sludge,0.0,0.0
5523,"C106 Grain mill products, starches and starch products",E37 Sewerage services; sewage sludge,0.0,0.0
5524,C107 Bakery and farinaceous products,E37 Sewerage services; sewage sludge,0.0,0.0
5525,C108 Other food products,E37 Sewerage services; sewage sludge,0.0,0.0
5526,C109 Prepared animal feeds,E37 Sewerage services; sewage sludge,0.0,0.0
5527,C11.01-6 & C12 Alcoholic beverages  & Tobacco products,E37 Sewerage services; sewage sludge,0.0,0.0
5528,C1107 Soft drinks,E37 Sewerage services; sewage sludge,0.0,0.0
5529,C13 Textiles,E37 Sewerage services; sewage sludge,0.0,0.0
5530,C14 Wearing apparel,E37 Sewerage services; sewage sludge,0.0,0.0
5531,C15 Leather and related products,E37 Sewerage services; sewage sludge,0.0,0.0
5532,"C16 Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",E37 Sewerage services; sewage sludge,0.0,0.0
5533,C17 Paper and paper products,E37 Sewerage services; sewage sludge,0.0,0.0
5534,C18 Printing and recording services,E37 Sewerage services; sewage sludge,0.0,0.0
5535,C19 Coke and refined petroleum products,E37 Sewerage services; sewage sludge,0.0,0.0
5536,"C203 Paints, varnishes and similar coatings, printing ink and mastics",E37 Sewerage services; sewage sludge,0.0,0.0
5537,"C204 Soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",E37 Sewerage services; sewage sludge,0.0,0.0
5538,C205 Other chemical products,E37 Sewerage services; sewage sludge,0.9587345150147688,0.04347674203029361
5539,"C20A Industrial gases, inorganics and fertilisers (all inorganic chemicals) - 20.11/13/15",E37 Sewerage services; sewage sludge,0.0,0.0
5540,C20B Petrochemicals - 20.14/16/17/60,E37 Sewerage services; sewage sludge,6.711356897853202,0.3043469573187322
5541,"C20C Dyestuffs, agro-chemicals - 20.12/20",E37 Sewerage services; sewage sludge,0.0,0.0
5542,C21 Basic pharmaceutical products and pharmaceutical preparations,E37 Sewerage services; sewage sludge,0.0,0.0
5543,C22 Rubber and plastic products,E37 Sewerage services; sewage sludge,0.0,0.0
5544,"C235_6 Cement, lime, plaster and articles of concrete, cement and plaster",E37 Sewerage services; sewage sludge,0.0,0.0
5545,"C23OTHER Glass, refractory, clay, other porcelain and ceramic, stone and abrasive products - 23.1-4/7-9",E37 Sewerage services; sewage sludge,0.0,0.0
5546,C241_3 Basic iron and steel,E37 Sewerage services; sewage sludge,0.0,0.0
5547,C244_5 Other basic metals and casting,E37 Sewerage services; sewage sludge,0.0,0.0
5548,C254 Weapons and ammunition,E37 Sewerage services; sewage sludge,0.0,0.0
5549,"C25OTHER Fabricated metal products, excl. machinery and equipment and weapons & ammunition - 25.1-3/25.5-9",E37 Sewerage services; sewage sludge,0.0,0.0
5550,"C26 Computer, electronic and optical products",E37 Sewerage services; sewage sludge,5.752279047305612,0.2608546456910615
5551,C27 Electrical equipment,E37 Sewerage services; sewage sludge,0.0,0.0
5552,C28 Machinery and equipment n.e.c.,E37 Sewerage services; sewage sludge,0.0,0.0
5553,"C29 Motor vehicles, trailers and semi-trailers",E37 Sewerage services; sewage sludge,0.9587339993352779,0.04347671864523357
5554,C301 Ships and boats,E37 Sewerage services; sewage sludge,0.0,0.0
5555,C303 Air and spacecraft and related machinery,E37 Sewerage services; sewage sludge,0.0,0.0
5556,C30OTHER Other transport equipment - 30.2/4/9,E37 Sewerage services; sewage sludge,0.0,0.0
5557,C31 Furniture,E37 Sewerage services; sewage sludge,0.0,0.0
5558,C32 Other manufactured goods,E37 Sewerage services; sewage sludge,0.0,0.0
5559,C3315 Repair and maintenance of ships and boats,E37 Sewerage services; sewage sludge,0.0,0.0
5560,C3316 Repair and maintenance of aircraft and spacecraft,E37 Sewerage services; sewage sludge,0.0,0.0
5561,C33OTHER Rest of repair; Installation - 33.11-14/17/19/20,E37 Sewerage services; sewage sludge,0.0,0.0
5562,"D351 Electricity, transmission and distribution",E37 Sewerage services; sewage sludge,0.0,0.0
5563,D352_3 Gas; distribution of gaseous fuels through mains; steam and air conditioning supply,E37 Sewerage services; sewage sludge,0.0,0.0
5564,E36 Natural water; water treatment and supply services,E37 Sewerage services; sewage sludge,0.9587568030994505,0.04347775275150254
5565,E37 Sewerage services; sewage sludge,E37 Sewerage services; sewage sludge,1.917584523744451,0.08695872147550321
5566,"E38 Waste collection, treatment and disposal services; materials recovery services",E37 Sewerage services; sewage sludge,0.0,0.0
5567,E39 Remediation services and other waste management services,E37 Sewerage services; sewage sludge,0.0,0.0
5568,"F41, F42 & F43 Construction",E37 Sewerage services; sewage sludge,0.0,0.0
5569,G45 Wholesale and retail trade and repair services of motor vehicles and motorcycles,E37 Sewerage services; sewage sludge,0.0,0.0
5570,"G46 Wholesale trade services, except of motor vehicles and motorcycles",E37 Sewerage services; sewage sludge,0.0,0.0
5571,"G47 Retail trade services, except of motor vehicles and motorcycles",E37 Sewerage services; sewage sludge,0.0,0.0
5572,H491_2 Rail transport services,E37 Sewerage services; sewage sludge,0.0,0.0
5573,"H493_5 Land transport services and transport services via pipelines, excluding rail transport",E37 Sewerage services; sewage sludge,0.0,0.0
5574,H50 Water transport services,E37 Sewerage services; sewage sludge,0.0,0.0
5575,H51 Air transport services,E37 Sewerage services; sewage sludge,0.0,0.0
5576,H52 Warehousing and support services for transportation,E37 Sewerage services; sewage sludge,0.0,0.0
5577,H53 Postal and courier services,E37 Sewerage services; sewage sludge,0.0,0.0
5578,I55 Accommodation services,E37 Sewerage services; sewage sludge,0.0,0.0
5579,I56 Food and beverage serving services,E37 Sewerage services; sewage sludge,0.0,0.0
5580,J58 Publishing services,E37 Sewerage services; sewage sludge,0.0,0.0
5581,"J59 & J60 Motion Picture, Video & TV Programme Production, Sound Recording & Music Publishing Activities & Programming And Broadcasting Activities",E37 Sewerage services; sewage sludge,0.0,0.0
5582,J61 Telecommunications services,E37 Sewerage services; sewage sludge,0.0,0.0
5583,"J62 Computer programming, consultancy and related services",E37 Sewerage services; sewage sludge,0.0,0.0
5584,J63 Information services,E37 Sewerage services; sewage sludge,0.0,0.0
5585,"K64 Financial services, except insurance and pension funding",E37 Sewerage services; sewage sludge,0.0,0.0
5586,"K65.1-2 & K65.3 Insurance, reinsurance and pension funding services, except compulsory social security",E37 Sewerage services; sewage sludge,0.0,0.0
5587,K66 Services auxiliary to financial services and insurance services,E37 Sewerage services; sewage sludge,1.917859226719758,0.08697117872013697
5588,L683 Real estate services on a fee or contract basis,E37 Sewerage services; sewage sludge,0.0,0.0
5589,L68A Owner-Occupiers' Housing Services,E37 Sewerage services; sewage sludge,0.0,0.0
5590,"L68BXL683 Real estate services, excluding on a fee or contract basis and imputed rent",E37 Sewerage services; sewage sludge,0.0,0.0
5591,M691 Legal services,E37 Sewerage services; sewage sludge,0.0,0.0
5592,"M692 Accounting, bookkeeping and auditing services; tax consulting services",E37 Sewerage services; sewage sludge,0.0,0.0
5593,M70 Services of head offices; management consulting services,E37 Sewerage services; sewage sludge,1.917532665081152,0.08695636978617631
5594,M71 Architectural and engineering services; technical testing and analysis services,E37 Sewerage services; sewage sludge,0.0,0.0
5595,M72 Scientific research and development services,E37 Sewerage services; sewage sludge,0.0,0.0
5596,M73 Advertising and market research services,E37 Sewerage services; sewage sludge,0.0,0.0
5597,"M74 Other professional, scientific and technical services",E37 Sewerage services; sewage sludge,0.0,0.0
5598,M75 Veterinary services,E37 Sewerage services; sewage sludge,0.0,0.0
5599,N77 Rental and leasing services,E37 Sewerage services; sewage sludge,0.9588265046580096,0.04348091358136015
5600,N78 Employment services,E37 Sewerage services; sewage sludge,0.0,0.0
5601,"N79 Travel agency, tour operator and other reservation services and related services",E37 Sewerage services; sewage sludge,0.0,0.0
5602,N80 Security and investigation services,E37 Sewerage services; sewage sludge,0.0,0.0
5603,N81 Services to buildings and landscape,E37 Sewerage services; sewage sludge,0.0,0.0
5604,"N82 Office administrative, office support and other business support services",E37 Sewerage services; sewage sludge,0.0,0.0
5605,O84 Public administration and defence services; compulsory social security services,E37 Sewerage services; sewage sludge,0.0,0.0
5606,P85 Education services,E37 Sewerage services; sewage sludge,0.0,0.0
5607,Q86 Human health services,E37 Sewerage services; sewage sludge,0.0,0.0
5608,Q87 & Q88 Residential Care  & Social Work Activities,E37 Sewerage services; sewage sludge,0.0,0.0
5609,"R90 Creative, arts and entertainment services",E37 Sewerage services; sewage sludge,0.0,0.0
5610,"R91 Libraries, archives, museums and other cultural services",E37 Sewerage services; sewage sludge,0.0,0.0
5611,R92 Gambling and betting services,E37 Sewerage services; sewage sludge,0.0,0.0
5612,R93 Sports services and amusement and recreation services,E37 Sewerage services; sewage sludge,0.0,0.0
5613,S94 Services furnished by membership organisations,E37 Sewerage services; sewage sludge,0.0,0.0
5614,S95 Repair services of computers and personal and household goods,E37 Sewerage services; sewage sludge,0.0,0.0
5615,S96 Other personal services,E37 Sewerage services; sewage sludge,0.0,0.0
5616,"A01 Products of agriculture, hunting and related services","E38 Waste collection, treatment and disposal services; materials recovery services",0.0,0.0
